# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900157525.1	PRJNA224116	SAMEA2054151	FTSB00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461731		latest	Scaffold	Major	Full	2017/01/29	9789_6#18	SC	GCA_900157525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/525/GCF_900157525.1_9789_6_18		
GCF_900157535.1	PRJNA224116	SAMEA2054154	FTTS00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461734		latest	Scaffold	Major	Full	2017/01/29	9789_6#20	SC	GCA_900157535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/535/GCF_900157535.1_9789_6_20		
GCF_900157545.1	PRJNA224116	SAMEA2054228	FTSH00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461753		latest	Scaffold	Major	Full	2017/01/29	9789_6#39	SC	GCA_900157545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/545/GCF_900157545.1_9789_6_39		
GCF_900157555.1	PRJNA224116	SAMEA2054243	FTSF00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461772		latest	Scaffold	Major	Full	2017/01/29	9789_6#58	SC	GCA_900157555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/555/GCF_900157555.1_9789_6_58		
GCF_900157565.1	PRJNA224116	SAMEA2054239	FTSQ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461767		latest	Scaffold	Major	Full	2017/01/29	9789_6#53	SC	GCA_900157565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/565/GCF_900157565.1_9789_6_53		
GCF_900157575.1	PRJNA224116	SAMEA2054397	FTSK00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461785		latest	Scaffold	Major	Full	2017/01/29	9789_6#71	SC	GCA_900157575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/575/GCF_900157575.1_9789_6_71		
GCF_900157585.1	PRJNA224116	SAMEA2054391	FTSS00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461779		latest	Scaffold	Major	Full	2017/01/29	9789_6#65	SC	GCA_900157585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/585/GCF_900157585.1_9789_6_65		
GCF_900157595.1	PRJNA224116	SAMEA2054244	FTSC00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461773		latest	Scaffold	Major	Full	2017/01/29	9789_6#59	SC	GCA_900157595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/595/GCF_900157595.1_9789_6_59		
GCF_900157605.1	PRJNA224116	SAMEA2054156	FTTN00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461736		latest	Contig	Major	Full	2017/01/29	9789_6#22	SC	GCA_900157605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/605/GCF_900157605.1_9789_6_22		
GCF_900157615.1	PRJNA224116	SAMEA2054163	FTSO00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461743		latest	Contig	Major	Full	2017/01/29	9789_6#29	SC	GCA_900157615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/615/GCF_900157615.1_9789_6_29		
GCF_900157625.1	PRJNA224116	SAMEA2054403	FTTO00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461791		latest	Scaffold	Major	Full	2017/01/29	9789_6#77	SC	GCA_900157625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/625/GCF_900157625.1_9789_6_77		
GCF_900157635.1	PRJNA224116	SAMEA2054388	FTSX00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461776		latest	Scaffold	Major	Full	2017/01/29	9789_6#62	SC	GCA_900157635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/635/GCF_900157635.1_9789_6_62		
GCF_900157645.1	PRJNA224116	SAMEA2054166	FTTC00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461746		latest	Contig	Major	Full	2017/01/29	9789_6#32	SC	GCA_900157645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/645/GCF_900157645.1_9789_6_32		
GCF_900157655.1	PRJNA224116	SAMEA2054392	FTSE00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461780		latest	Scaffold	Major	Full	2017/01/29	9789_6#66	SC	GCA_900157655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/655/GCF_900157655.1_9789_6_66		
GCF_900157665.1	PRJNA224116	SAMEA2054241	FTSV00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461769		latest	Scaffold	Major	Full	2017/01/29	9789_6#55	SC	GCA_900157665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/665/GCF_900157665.1_9789_6_55		
GCF_900157675.1	PRJNA224116	SAMEA2054165	FTSU00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461745		latest	Scaffold	Major	Full	2017/01/29	9789_6#31	SC	GCA_900157675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/675/GCF_900157675.1_9789_6_31		
GCF_900157685.1	PRJNA224116	SAMEA2054398	FTTG00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461786		latest	Scaffold	Major	Full	2017/01/29	9789_6#72	SC	GCA_900157685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/685/GCF_900157685.1_9789_6_72		
GCF_900157695.1	PRJNA224116	SAMEA2054464	FTSG00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461798		latest	Scaffold	Major	Full	2017/01/29	9789_6#84	SC	GCA_900157695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/695/GCF_900157695.1_9789_6_84		
GCF_900157705.1	PRJNA224116	SAMEA2054396	FTSI00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461784		latest	Scaffold	Major	Full	2017/01/29	9789_6#70	SC	GCA_900157705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/705/GCF_900157705.1_9789_6_70		
GCF_900157715.1	PRJNA224116	SAMEA2054235	FTSR00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461763		latest	Scaffold	Major	Full	2017/01/29	9789_6#49	SC	GCA_900157715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/715/GCF_900157715.1_9789_6_49		
GCF_900157725.1	PRJNA224116	SAMEA2054387	FTSM00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461775		latest	Scaffold	Major	Full	2017/01/29	9789_6#61	SC	GCA_900157725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/725/GCF_900157725.1_9789_6_61		
GCF_900157735.1	PRJNA224116	SAMEA2054395	FTTA00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461783		latest	Scaffold	Major	Full	2017/01/29	9789_6#69	SC	GCA_900157735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/735/GCF_900157735.1_9789_6_69		
GCF_900157745.1	PRJNA224116	SAMEA2054164	FTSD00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461744		latest	Scaffold	Major	Full	2017/01/29	9789_6#30	SC	GCA_900157745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/745/GCF_900157745.1_9789_6_30		
GCF_900157755.1	PRJNA224116	SAMEA2054144	FTTB00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461724		latest	Scaffold	Major	Full	2017/01/29	9789_6#11	SC	GCA_900157755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/755/GCF_900157755.1_9789_6_11		
GCF_900157765.1	PRJNA224116	SAMEA1971573	FTTM00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461762		latest	Scaffold	Major	Full	2017/01/29	9789_6#48	SC	GCA_900157765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/765/GCF_900157765.1_9789_6_48		
GCF_900157775.1	PRJNA224116	SAMEA2054404	FTSA00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461792		latest	Scaffold	Major	Full	2017/01/29	9789_6#78	SC	GCA_900157775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/775/GCF_900157775.1_9789_6_78		
GCF_900157785.1	PRJNA224116	SAMEA1968289	FTTR00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461770		latest	Scaffold	Major	Full	2017/01/29	9789_6#56	SC	GCA_900157785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/785/GCF_900157785.1_9789_6_56		
GCF_900157795.1	PRJNA224116	SAMEA2054393	FTSJ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461781		latest	Contig	Major	Full	2017/01/29	9789_6#67	SC	GCA_900157795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/795/GCF_900157795.1_9789_6_67		
GCF_900157805.1	PRJNA224116	SAMEA2054157	FTTF00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461737		latest	Contig	Major	Full	2017/01/29	9789_6#23	SC	GCA_900157805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/805/GCF_900157805.1_9789_6_23		
GCF_900157815.1	PRJNA224116	SAMEA2054150	FTTD00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461730		latest	Scaffold	Major	Full	2017/01/29	9789_6#17	SC	GCA_900157815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/815/GCF_900157815.1_9789_6_17		
GCF_900157825.1	PRJNA224116	SAMEA2054399	FTSW00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461787		latest	Scaffold	Major	Full	2017/01/29	9789_6#73	SC	GCA_900157825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/825/GCF_900157825.1_9789_6_73		
GCF_900157835.1	PRJNA224116	SAMEA2054227	FTTQ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461752		latest	Scaffold	Major	Full	2017/01/29	9789_6#38	SC	GCA_900157835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/835/GCF_900157835.1_9789_6_38		
GCF_900157845.1	PRJNA224116	SAMEA2054462	FTTT00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461796		latest	Scaffold	Major	Full	2017/01/29	9789_6#82	SC	GCA_900157845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/845/GCF_900157845.1_9789_6_82		
GCF_900157855.1	PRJNA224116	SAMEA2054463	FTTH00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461797		latest	Scaffold	Major	Full	2017/01/29	9789_6#83	SC	GCA_900157855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/855/GCF_900157855.1_9789_6_83		
GCF_900157865.1	PRJNA224116	SAMEA2054155	FTTP00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461735		latest	Contig	Major	Full	2017/01/29	9789_6#21	SC	GCA_900157865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/865/GCF_900157865.1_9789_6_21		
GCF_900157885.1	PRJNA224116	SAMEA2054146	FTSZ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461726		latest	Scaffold	Major	Full	2017/01/29	9789_6#13	SC	GCA_900157885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/885/GCF_900157885.1_9789_6_13		
GCF_900157895.1	PRJNA224116	SAMEA2054168	FTTL00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461748		latest	Scaffold	Major	Full	2017/01/29	9789_6#34	SC	GCA_900157895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/895/GCF_900157895.1_9789_6_34		
GCF_900157905.1	PRJNA224116	SAMEA2054169	FTSP00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461750		latest	Scaffold	Major	Full	2017/01/29	9789_6#36	SC	GCA_900157905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/905/GCF_900157905.1_9789_6_36		
GCF_900157915.1	PRJNA224116	SAMEA2054131	FTTE00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461722		latest	Scaffold	Major	Full	2017/01/29	9789_6#9	SC	GCA_900157915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/915/GCF_900157915.1_9789_6_9		
GCF_900157925.1	PRJNA224116	SAMEA1965455	FTTK00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461758		latest	Scaffold	Major	Full	2017/01/29	9789_6#44	SC	GCA_900157925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/925/GCF_900157925.1_9789_6_44		
GCF_900157935.1	PRJNA224116	SAMEA2054149	FTTJ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461729		latest	Contig	Major	Full	2017/01/29	9789_6#16	SC	GCA_900157935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/935/GCF_900157935.1_9789_6_16		
GCF_900157945.1	PRJNA224116	SAMEA2054465	FTTI00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461799		latest	Scaffold	Major	Full	2017/01/29	9789_6#85	SC	GCA_900157945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/945/GCF_900157945.1_9789_6_85		
GCF_900157955.1	PRJNA224116	SAMEA2054231	FTTU00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461756		latest	Scaffold	Major	Full	2017/01/29	9789_6#42	SC	GCA_900157955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/955/GCF_900157955.1_9789_6_42		
GCF_900157965.1	PRJNA224116	SAMEA2054467	FTTV00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461801		latest	Scaffold	Major	Full	2017/01/29	9789_6#87	SC	GCA_900157965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/965/GCF_900157965.1_9789_6_87		
GCF_900157975.1	PRJNA224116	SAMEA2054476	FTTW00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461818		latest	Scaffold	Major	Full	2017/01/29	9789_6#96	SC	GCA_900157975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/975/GCF_900157975.1_9789_6_96		
GCF_900157985.1	PRJNA224116	SAMEA2054475	FTUE00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461817		latest	Scaffold	Major	Full	2017/01/29	9789_6#95	SC	GCA_900157985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/985/GCF_900157985.1_9789_6_95		
GCF_900157995.1	PRJNA224116	SAMEA2054474	FTTZ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461816		latest	Scaffold	Major	Full	2017/01/29	9789_6#94	SC	GCA_900157995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/995/GCF_900157995.1_9789_6_94		
GCF_900158005.1	PRJNA224116	SAMEA2054473	FTTX00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461815		latest	Scaffold	Major	Full	2017/01/29	9789_6#93	SC	GCA_900158005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/005/GCF_900158005.1_9789_6_93		
GCF_900158015.1	PRJNA224116	SAMEA2054472	FTTY00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461814		latest	Scaffold	Major	Full	2017/01/29	9789_6#92	SC	GCA_900158015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/015/GCF_900158015.1_9789_6_92		
GCF_900158025.1	PRJNA224116	SAMEA2054470	FTUD00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461812		latest	Scaffold	Major	Full	2017/01/29	9789_6#90	SC	GCA_900158025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/025/GCF_900158025.1_9789_6_90		
GCF_900158035.1	PRJNA224116	SAMEA2054478	FTUF00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461820		latest	Contig	Major	Full	2017/01/29	9803_4#2	SC	GCA_900158035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/035/GCF_900158035.1_9803_4_2		
GCF_900158045.1	PRJNA224116	SAMEA2054471	FTUB00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461813		latest	Scaffold	Major	Full	2017/01/29	9789_6#91	SC	GCA_900158045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/045/GCF_900158045.1_9789_6_91		
GCF_900158055.1	PRJNA224116	SAMEA2054477	FTUC00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461819		latest	Contig	Major	Full	2017/01/29	9803_4#1	SC	GCA_900158055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/055/GCF_900158055.1_9803_4_1		
GCF_900158065.1	PRJNA224116	SAMEA2054469	FTUA00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461811		latest	Scaffold	Major	Full	2017/01/29	9789_6#89	SC	GCA_900158065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/065/GCF_900158065.1_9789_6_89		
GCF_900158075.1	PRJNA224116	SAMEA1967083	FTUG00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461821		latest	Scaffold	Major	Full	2017/01/29	9803_4#3	SC	GCA_900158075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/075/GCF_900158075.1_9803_4_3		
GCF_900158085.1	PRJNA224116	SAMEA1967175	FTUH00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461822		latest	Contig	Major	Full	2017/01/29	9803_4#4	SC	GCA_900158085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/085/GCF_900158085.1_9803_4_4		
GCF_900158095.1	PRJNA224116	SAMEA2054479	FTUK00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461823		latest	Contig	Major	Full	2017/01/29	9803_4#5	SC	GCA_900158095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/095/GCF_900158095.1_9803_4_5		
GCF_900158105.1	PRJNA224116	SAMEA2054480	FTUI00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461824		latest	Scaffold	Major	Full	2017/01/29	9803_4#6	SC	GCA_900158105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/105/GCF_900158105.1_9803_4_6		
GCF_900158115.1	PRJNA224116	SAMEA2054481	FTUJ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461825		latest	Scaffold	Major	Full	2017/01/29	9803_4#7	SC	GCA_900158115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/115/GCF_900158115.1_9803_4_7		
GCF_900158125.1	PRJNA224116	SAMEA2054482	FTUL00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461826		latest	Contig	Major	Full	2017/01/29	9803_4#8	SC	GCA_900158125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/125/GCF_900158125.1_9803_4_8		
GCF_900158135.1	PRJNA224116	SAMEA2054556	FTUO00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461828		latest	Scaffold	Major	Full	2017/01/29	9803_4#10	SC	GCA_900158135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/135/GCF_900158135.1_9803_4_10		
GCF_900158145.1	PRJNA224116	SAMEA2054558	FTUM00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461830		latest	Scaffold	Major	Full	2017/01/29	9803_4#12	SC	GCA_900158145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/145/GCF_900158145.1_9803_4_12		
GCF_900158155.1	PRJNA224116	SAMEA2054483	FTUN00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461827		latest	Scaffold	Major	Full	2017/01/29	9803_4#9	SC	GCA_900158155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/155/GCF_900158155.1_9803_4_9		
GCF_900158165.1	PRJNA224116	SAMEA2054559	FTUP00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461831		latest	Scaffold	Major	Full	2017/01/29	9803_4#13	SC	GCA_900158165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/165/GCF_900158165.1_9803_4_13		
GCF_900158175.1	PRJNA224116	SAMEA2054560	FTUQ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461832		latest	Scaffold	Major	Full	2017/01/29	9803_4#14	SC	GCA_900158175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/175/GCF_900158175.1_9803_4_14		
GCF_900158185.1	PRJNA224116	SAMEA2054561	FTUR00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461833		latest	Scaffold	Major	Full	2017/01/29	9803_4#15	SC	GCA_900158185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/185/GCF_900158185.1_9803_4_15		
GCF_900158195.1	PRJNA224116	SAMEA2054562	FTUS00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461834		latest	Scaffold	Major	Full	2017/01/29	9803_4#16	SC	GCA_900158195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/195/GCF_900158195.1_9803_4_16		
GCF_900158205.1	PRJNA224116	SAMEA2054563	FTUV00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461835		latest	Scaffold	Major	Full	2017/01/29	9803_4#17	SC	GCA_900158205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/205/GCF_900158205.1_9803_4_17		
GCF_900158215.1	PRJNA224116	SAMEA2027493	FTUU00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461837		latest	Scaffold	Major	Full	2017/01/29	9803_4#19	SC	GCA_900158215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/215/GCF_900158215.1_9803_4_19		
GCF_900158225.1	PRJNA224116	SAMEA2054564	FTUT00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461836		latest	Scaffold	Major	Full	2017/01/29	9803_4#18	SC	GCA_900158225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/225/GCF_900158225.1_9803_4_18		
GCF_900158235.1	PRJNA224116	SAMEA2054565	FTUW00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461838		latest	Contig	Major	Full	2017/01/29	9803_4#20	SC	GCA_900158235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/235/GCF_900158235.1_9803_4_20		
GCF_900158245.1	PRJNA224116	SAMEA2054566	FTUX00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461839		latest	Contig	Major	Full	2017/01/29	9803_4#21	SC	GCA_900158245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/245/GCF_900158245.1_9803_4_21		
GCF_900158255.1	PRJNA224116	SAMEA2054567	FTUY00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461840		latest	Contig	Major	Full	2017/01/29	9803_4#22	SC	GCA_900158255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/255/GCF_900158255.1_9803_4_22		
GCF_900158265.1	PRJNA224116	SAMEA2054568	FTVA00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461841		latest	Scaffold	Major	Full	2017/01/29	9803_4#23	SC	GCA_900158265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/265/GCF_900158265.1_9803_4_23		
GCF_900158275.1	PRJNA224116	SAMEA2054569	FTUZ00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461842		latest	Contig	Major	Full	2017/01/29	9803_4#24	SC	GCA_900158275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/275/GCF_900158275.1_9803_4_24		
GCF_900158285.1	PRJNA224116	SAMEA2054570	FTVB00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461843		latest	Contig	Major	Full	2017/01/29	9803_4#25	SC	GCA_900158285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/285/GCF_900158285.1_9803_4_25		
GCF_900158295.1	PRJNA224116	SAMEA2054572	FTVD00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461845		latest	Scaffold	Major	Full	2017/01/29	9803_4#27	SC	GCA_900158295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/295/GCF_900158295.1_9803_4_27		
GCF_900158305.1	PRJNA224116	SAMEA2054573	FTVC00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461846		latest	Scaffold	Major	Full	2017/01/29	9803_4#28	SC	GCA_900158305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/305/GCF_900158305.1_9803_4_28		
GCF_900158315.1	PRJNA224116	SAMEA2054574	FTVE00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461847		latest	Scaffold	Major	Full	2017/01/29	9803_4#29	SC	GCA_900158315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/315/GCF_900158315.1_9803_4_29		
GCF_900158325.1	PRJNA224116	SAMEA2054575	FTVF00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461848		latest	Scaffold	Major	Full	2017/01/29	9803_4#30	SC	GCA_900158325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/325/GCF_900158325.1_9803_4_30		
GCF_900158335.1	PRJNA224116	SAMEA2054576	FTVG00000000.1	na	624	624	Shigella sonnei	strain=2090STDY5461849		latest	Scaffold	Major	Full	2017/01/29	9803_4#31	SC	GCA_900158335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/158/335/GCF_900158335.1_9803_4_31		
